comment,general_negative,general_neutral,general_positive,display_negative,display_neutral,display_positive,edit_negative,edit_neutral,edit_positive,feature_negative,feature_neutral,feature_positive,backup_negative,backup_neutral,backup_positive,update_negative,update_neutral,update_positive,stability_negative,stability_neutral,stability_positive,other_negative,other_neutral,other_positive
Tôi Cập nhật lại ứng dụng chờ mãi cứ đang tải ảnh của bạn ??? moi khi có 1 tí là xong bây giờ cứ đang tải,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Nên cho lựa chọn Album để tải lên khi dùng trên điện thoại. Hiện thao tác tải ảnh cũ đã lâu lên Google Photo chưa thuận tiện,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rất hay có thể chứa rất nhiều ảnhMpFQGXKf nhưng cũng rẫt tiện dụng tùy có nhiều cái ko được,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tôi rất thích ứng dụng này.giúp tôi lưu trữ được những hình ảnh yêu thích với thời gian.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lỗi ko sửa đc ảnh trên pixel 3. Rất bực. Mong sớm khắc phục,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Thật tuyệt vời mong rằng google sex phát triển hơn nữa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thông báo tìm ảnh theo khuôn mặt liên tục hiện lên mỗi khi mở ảnh và chuyển ảnh khác. Một số lỗi gây khó chịu với ứng dụng kính. Còn lại tất cả đều tất tốt,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tôi thích và hưởng ứng chương trình album Google photos nó rất khoa học và văn minh tiện dụng cho mọi khách hàng chân trọng .,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ứng dụng này rất hay và bổ ích, giúp tôi ôn lại những kỹ niệm cũ tưởng chừng như đã quên, cảm ơn ứng dụng",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
muốn có tính năng bản đồ ảnh trên phiên bản web,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rất tốt và hay xem ảnh cũng ok ko tốn dung lượng nhiều các bạn hãy tải về dùng thử nha hihi 😃😃😃😊😊😊,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Khi xoá ảnh trên ứng dụng thì ảnh trong máy bị xoá theo (làm mình mất tầm 10 ảnh quan trọng), ko có tùy chọn khác, ko có chức năng chọn tất cả. Khi bật đồng bộ thì sao lưu tất cả chứ ko tùy chọn đc những mục cần và ko cần sao lưu, nói chung tệ cực kì!",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bản cũ hay hơn, có phần trợ lý rồi ngày này năm xưa, giờ tìm chẳng thấy đâu",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nhiều ảnh sau khi chụp tận mấy năm sau vẫn còn khi mở app ra thì ra là bất ngờ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Không có internet thì không xem ảnh và video trong máy được. Vậy thì bất tiện quá,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Máy ứng dụng lên quá chậm, không lưu giữ được ảnh của những năm trước",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Good. Có thể lưu giữ hìn ảnh mà ko lo mất máy hay lỗi thẻ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Làm ra kho lưu trữ nhưng không cho khôi phục hình ảnh về thiết bị,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rất tốt, mong muốn cải thiện thêm tính năng xem và tìm hình ảnh.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao xóa ảnh trên google photos mà ảnh gửi qua zalo cũng mất luôn.giải thich dùm,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kì nha ảnh lưu mà tự động xóa mất k kiếm được lại luôn,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Liên tục bị lỗi khi chuyển file qua SD, lỗi liên tục, càng ngày càng tệ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Không còn mục lưu trữ , thùng rác..bên trái trên ứng dụng",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bố trí ảnh theo mốc thời gian không đúng với thời gian lưu trong ảnh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuyệt vời chỉ vào sửa ảnh hơi chậm còn lại tốt,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Nhiều chức năng hay, dễ sử dụng, tạo hiệu ứng hình ảnh rất tốt. Cám ơn Google Photo ! 💟",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tiện lợi, nhanh chóng, tìm ảnh củ thông minh.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Không có tính năng chọn nhiều ảnh để tải về máy cùng một lúc. Lỡ tay ấn sao lưu xong xoá ảnh trên máy giờ muốn tải về thì phải tải từng ảnh. Mấy ngàn ảnh mà bắt tải từng ảnh thì tải đến bao giờ. Thêm 1 cái bất tiện là khi nhắn tin zalo thì không thể trực tiếp tìm và lấy ảnh trên google photo để gửi đi. Vô cùng bất tiện, chả hiểu sinh ra cái ứng dụng này làm gì. À còn một cái nữa là không có mạng thì không xem được ảnh luôn. Hoàn toàn vô dụng.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ok lắm, dùng mượt. Thỉnh thoảng còn tự động ghép ảnh xinh ghê. Và quan trọng là free. Nếu nén dung lượng xuống thấp hơn nữa thì siêu ok luôn ạ",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Ứng dụng tuyệt vời của Google. Nhờ Photo và Picasa trước kia mà tôi đã lưu giữ được hình ảnh của gia đình mình 10 năm qua,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Rất tuyệt. Thêm được tính năng lọc ảnh giống nhau, sắp xếp theo kích thước. Thì thật là quá tuyệt vời. Cảm ơn.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Đang rất tin tưởng thì bị lỗi làm m rất lo và hụt hẫng. Có nhiều ảnh gia đình cần lưu mà lại báo lỗi không thể cập nhật album. Trước giờ k hề bị thế,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Ứng dụng chậm vãi ra, vào thì cứ xoay xoay trong khi hơn 6k hình mà còn chưa được 20 tấm thì làm được gì. Làm ăn kiểu này hả chời.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Ổn đấy , hiện tại thì tôi thấy khá hay hi vọng có thể nẫng cao hơn làm cho ứng dụng phát triển hơn",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xin cảm ơn ứng dụng Google Photos đã giúp lưu trữ hình ảnh tốt.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tại sao sau khi cập nhật hình ảnh bị mất hết v ạ. Làm thế nào để khôi phục lại,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Luôn yêu cầu cập nhật, cập nhật xong thì tiêu tốn dung lượng cao hơn. Chỉ đem lại phiền phức.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Giao diện các tính năng quá rối, người dùng phổ thông và lớn tuổi khó sử dụng",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lưu trử quá hay.em kể đâu mất nhửng kỷ niện.vì em riét máy lại.mà nhờ Google Phtos.lưu lại giúp em.thak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ứng dụng rất hữu ích. Lưu lại hình ảnh nhiều tránh nặng bộ nhớ máy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Vì không tải được ảnh, yêu cầu sao lưu đồng bộ",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Xoá ảnh trên thiết bị, trên app photos xem được không tải được",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Không thấy ảnh đâu mong nhà xản suất xem lại,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Cam on apps da luu lai nhung ky niem cho minh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Lưu trữ hình ảnh tốt ,khả năng truy cập hình ảnh nhanh",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Bản mới rắc rối kinh. Tôi dùng lightroom mobile thường xuyên lưu ảnh sau khi blend màu xong, lần trước chỉ cần mở photo lên là ảnh mới lưu sẽ tự động đẩy lên trên để dễ dàng nhìn thấy. Bản mới làm tôi phải lướt xuống mục lightroom và dò từng ảnh một, thực sự rất khó chịu, xin hãy quay lại bản cũ vì nó trực quan hơn bản mới này nhiều, tôi sẽ cho 1 sao vì sự bất tiện này ( tôi dùng android one nên sẽ hiểu sự khó chịu này ). 1 *",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sao trước có tự động ghép nối các ảnh thành toàn cảnh mà nay ko có? Nếu có thêm tính năng ghép nối các ảnh phù hợp thành panama thì tuyệt vời.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Không hài lòng nhất là khi chuyển ảnh sang album khác nhưng thường thông báo xảy ra sự cố hoặc chuyển đi rồi thì trong album này vẫn còn , chẳng khác nào sao chép ra hai bản vậy",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lưu giữ tất cả ảnh kể cả mình đã xóa đi từ lâu cảm thấy tiện lợi mong sẽ tiếp tục phát triển :3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mất quá nhiều thời gian .giới hạn tải ảnh.hỏi và lưu bậy bạ các danh mục.bắt buộc người dùng tải phàn mầm xem và lưu trữ,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tuyệt vời.Có những khoảnh khắc các đây cả hơn 1 thập kỷ vẫn còn nguyên vẹn trong Tài khoản.Cảm ơn Google Photos,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rất là tốt ạ Tôi rất hài lòng về ứng dụng này. Mong được mọi người biết đến và sử dụng nhiều ạ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tôi thích lua trữ lại hình ảnh .và đây là nơi mới có thể chứa nỗi.mot kho hình ảnh của tôi.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nên thêm chế độ tải nhiều ảnh về máy cùng 1 lúc. Muốn tải nhiều ảnh mà bấm từng ảnh 1 mệt v~,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cảm ơn nhà mạng đã lưu và cho tôi trái nghiệm máy tôi không còn lưu dữ liệu này,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tại sao tôi cập nhật rồi mà cứ vào app là lại bị tự thoát ra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ad thêm chức năng bảo mật kho lưu chữ hình thì tốt quá,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chạy chương trình máy lại thì mất hết ảnh lưu về trên mes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
úng dụng nei không hải cho lam tôi cho 2 sao,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rất tốt.. Mong nhà phát hành càng ngày càng tốt,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vô cùng hũu ích, nếu có thể đồng bộ như google drive thì quá tuyệt cú mèo",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ok .. Rat tot duoc qua troi lu giu anh that la tot,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Tôi đã thấy nhiều ảnh đẹp hơn. Chính là Google Photos đã tạo ảnh của tôi rất đẹp. Wow đẹp quá, bạn Google photos như thế nào đây? Bạn kia có khoẻ không? Tôi rất khoẻ, cảm ơn nhiều. Chúc mừng bạn Google Photos. Tôi cũng rất nhớ bạn Google Photos. Wow tôi thích bạn Google Photos vì bạn đã giúp tôi rất nhớ ảnh đó!. Cảm ơn bạn Google Photos. Bye bye ✋✋",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cx đc nhưng đôi lúc nó bị lỗi gì ấy nó làm mất ảnh kiểu ko phải mất mà nó hiện lên 1 màu trắng vào nó xoay vòng như loang ấy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Mình tiết kiệm dữ liệu = cách tối ưu ảnh, tối ưu sao mà có ảnh gữi qua messinger hay facebook thì nó ko hiển thị rất nhìu ảnh của mik luôn",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Trước đây mình còn sắp xếp theo bố cục màn hình như ngày, tháng, năm. Còn bây giờ chỉ có tháng và năm thôi, buồn thật",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Thật sự rất là hữu ích nhưng bộ nhớ thì thấy cũng ko đc nhìu vs ko có mua đc bộ nhớ vĩnh cửu nữa..,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"google photo đã lưu giữ tốt hình ảnh, nhưng khi muốn lấy ra làm tư liệu lại không được",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cho thêm GB .. Vì đã sử dụng từ năm 2012 đến nay .. Lưu ảnh rất tốt và rất thích,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Tôi chỉnh sửa ổn định video nhưng ko lưu được, nó bảo, không thể lưu thay đổi",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OK rất thích tính năng tự động sao lưu ảnh của ứng dụng này,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Quá tiện lợi, đặc biệt chức năng tìm hình qua khuôn mặt",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ứng dụng tốt nhưng chưa cập nhật khi zalo muốn đăng ảnh,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tôi rất thích ứng dụng này vì giúp tôi trải nghiệm rất nhiều,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tôi từng trải nghiệm tuyệt vời Google Photo những hình ảnh rất tuyệt vời,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuyệt vời lắm với nhiều chức năng khác nhau .,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tốt quá 👍nơi lưu trữ khoảnh khắc của chúng ta.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Xin cảm ơn... một ứng dụng tiện ích cho người dùng.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ok qua đả ....hinh để mẩy năm cũng vẵn còn...,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Vô bộ sưu tập nhiều lúc không hiện hình ảnh chỉ có màu đen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Dùng cũng rất tốt,app khá ok,nhg có nhiều khi rất bực là chuyển ảnh sang mục khác hay lỗi,ko có chuyển đc.Mong app cải thiện để người dùng có những trải nghiệm tốt nhất",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ứng dụng tốt nếu như có thể xóa được video và ảnh trùng lặp.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phục vụ rất tốt cho việc lưu trữ ảnh chụp, không phải lo lắng điện thoại hư hay bị mất",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ứng dụng giữ cho mình nhiều khoảnh khắc về ảnh của nội dung ca sĩ được danh bạ số điện,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"quá tệ, tất cả ảnh bị copy qua thẻ nhớ thành 2 tấm, khi xóa thì ảnh tự động phục hồi lại!!!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nên hỗ trợ cài khoá ứng dụng đi ạ Để đừng ai xem trộm ảnh,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nơi lưu giữ ảnh tuyệt vời , nhiều chức năng mới mình rất thích",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rất cảm ơn Google đã photo lại những hinh ảnh tuyet vơi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Không có mạng là không xem hình được bất tiện,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rất tốt.. lưu trữ được nhiều...cám ơn google..,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Làm tốt hơn nữa nha ad. Ứng dụng sau khi ổn định thì lưu lâu hoặc bị lỗi khi lưu lại 😶,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tôi không hài lòng với bản cập nhập này cho lắm. Lúc trước khi chưa cập nhật tôi có thể chia sẻ hình ảnh gửi cho bạn bè trên messenger mà không cần tạo album hoặc liên kết chia sẻ. Từ khi cập nhật phiên bản mới thì khi muốn chia sẻ phải tạo 1 album hoặc liên kết chia sẻ. Khiến tôi cảm thấy khó chịu. Mong ad khắc phục lỗi này ạ =))),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ko hiểu sao mấy cái file ảnh đã sao lưu lại bị giảm chất lượng mặc dù đang sao lưu ở chất lượng cao, đang từ 2,5- 2,7 MB tự nhiên bây giờ tụt xuống còn có 300-400KB mờ câm, có cách nào để lấy lại chất lượng ban đầu ko? Mất bao nhiêu công sức lưu ảnh xong bh..... 😧",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ug dụng đáng dùng mog admin ngày càng phát triển hơn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rất hay và không chứa nhiều quảng cáo với lại không tốn bất kỳ một xu nào tôi muốn chia sẻ bình luận này với tất cả mọi người,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nó liên tục tự xóa ảnh trong album của tôi vì nó đã sao lưu ảnh đó . Nhưng việc xóa ảnh khiến thời gian của ảnh bị thay đổi. Nên tôi rất ghét việc tự tiện xóa ảnh trong album Mong Google Photos xem lại,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mình rất không hài lòng về ứng dụng.Khi cập nhật ứng dụng thì đã mất đi cái tính năng tải ảnh từ google photos về lại thư viện của máy.Mong được khắc phục điểm đó,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Cảm thấy chưa khám phá hết các tiện ích trên gg photos. Lưu được rất nhiêu, dễ sâp xếp. Mình muốn có tạo 1 folder lớn, bên trong có vài folder nhỏ trong album mà chưa được",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Ok ảnh ghép và cài nhạc rất thích. Nhưng bỏ hình trang trí chủ đề ko được như ý muốn.. Thích mỗi hình là mỗi chủđề,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tại sao lại không cho chọn nhiều ảnh rồi tải về vậy? Mà phải chọn từng ảnh rồi bấm lưu vào thiết bị thật mất thời gian :),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"phiên bản cập nhật qiá tệ , phần ghép chữ và và số bị gỡ bỏ . bây giờ muốn điền số điện thoại và chữ vào ảnh không được là thế nào ? Cải tiến là làm cho nó được tốt hơn chứ đâu phải làm cho tệ hơn .",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Khá tuyệt vời. Chỉ tiếc khi cần tải về hết lại chỉ tải đc từng tấm . Nếu khắc phục đc thì quá ok,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quá sai lầm khi cập nhật bảng mới rất khó thao tác một bước tiến cải lùi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Thật sự là dùng cái này quá chán với đt samsung tải lên bằng wifi mà còn mấy ngày không hết tại sao không là chụp Hình song nó tự lưu lên mà phải vào áp mới Bắt đầu tải lên buồn cười thật thoát ứng dụng ra là không tải lên nữa phải treo máy mới chịu được à anh google,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Admin cập nhật ngày tháng năm được không chứ máy của mình hiển thị năm 2200 với năm 2202 lận,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Úng dụng này tôi đã có dịp được sử dụng . Thật sự các tính năng rất tuyệt,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rất hay đó nha có rất nhiều phàn mềm mới như ảnh động ảnh ghép ảnh làm thành video rất hay,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mong app sẽ chia riêng phần ảnh với video ra.Để người dùng dễ tìm kiếm hơn,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Không sử dụng chức năng khung hình được. Cứ bị lổi không lưu thay đổi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Các bạn đã giữ được các khoảnh khắc thật quí giá cho tôi .xin cảm ơn.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cập nhật xong không xem được video yêu cầu xử lý vấn đề này ngay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Càng cập nhật thì cloud ảnh hết đc luôn. Gần đây google quá tệ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"Quá tuyệt, nếu tăng thêm dung lượng lưu trữ free thì càng tuyệt hơn.",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rất ấn tượng với khả năng lưu trữ và chất lượng ảnh, video.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rất ok Ứng dụng không làm mất ảnh..khi sử dụng hoặc mua máy mới,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lưu ảnh rất rất tốt ọng tốc độ tải nhanh hơn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ung tam on giup luu tru kho anh do ton chut dung luong,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tuyệt vời. Tuy nhiên có một số video clip không xem được,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cũng như trước tốn nhiều công sức ko cài thiện hơn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kỷ niệm bằng hình ảnh là hay nhất trong mọi kỷ niệm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sao khi cập nhật xong thì rất tệ . Nếu không có mạng thì vào xem ảnh không được nó bị mờ hoặc nhòe rồi cần có mạng mới chỉnh sửa được nói chung là xảy ra đủ lỗi . Mong cải thiện nhanh đi ạ.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Cập nhật xong vẫn vậy chẳng có gì khác trước,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rất hữu ích. Mong ứng dụng tiếp tục phát triển,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nơi lưu trữ ảnh rất tốt... có điều mỗi lần tìm ảnh cần hơi lâu...,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ok...cũng được..những hay mẩt các ảnh tôi đã chụp lâu lâu,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Rất tốt,thêm dung lượng lưu trữ hơn nữa thì tuyệt...",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ứng dụng rất tuyệt vời để giữ những kỷ niệm. Nhưng nếu ra chức năng không sao lưu ảnh chụp màn hình nữa thì hoàng hảo,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ứng dụng tốt để đồng bộ ảnh miễn phí với dung lượng ko giới hạn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Dùng được ứng dụng lâu rồi giờ tự nhiên ứng dụng này mình lưu ảnh từ Facebook về điện thoại không được luôn,không thấy ảnh ở thư viện hay Google photos luôn.Ad giải quyết hộ mình với",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Bản cập nhật mới khó sài hơn bản cũ k còn tìm kiếm bằng khuông mặt hay địa điểm sự vật như trước. Tệ quá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
